case_id,dtype,layout,m,n,k,groups,group_lengths,variable_capacity,allow_empty_groups,backend,blas_streams,warmup,samples,correctness_repeats
matrix_0467_bf16_nn_g16_m2103_n2048_k7168_c65536,bf16,NN,2103,2048,7168,16,2027;2070;2088;2096;2083;2046;2042;2103;2074;2034;2022;2047;2004;1993;2018;2070,65536,1,both,4,10,30,3
matrix_0468_bf16_tn_g16_m7168_n2048_k2103_c65536,bf16,TN,7168,2048,2103,16,2027;2070;2088;2096;2083;2046;2042;2103;2074;2034;2022;2047;2004;1993;2018;2070,65536,1,both,4,10,30,3
matrix_0469_bf16_nt_g16_m2122_n4096_k7168_c65536,bf16,NT,2122,4096,7168,16,2020;2036;2041;2061;2018;2010;2017;2041;2031;2071;2122;2026;1982;2040;2022;2044,65536,1,both,4,10,30,3
matrix_0470_bf16_nn_g16_m2122_n7168_k4096_c65536,bf16,NN,2122,7168,4096,16,2020;2036;2041;2061;2018;2010;2017;2041;2031;2071;2122;2026;1982;2040;2022;2044,65536,1,both,4,10,30,3
matrix_0471_bf16_tn_g16_m4096_n7168_k2122_c65536,bf16,TN,4096,7168,2122,16,2020;2036;2041;2061;2018;2010;2017;2041;2031;2071;2122;2026;1982;2040;2022;2044,65536,1,both,4,10,30,3
matrix_0472_bf16_nt_g16_m2122_n7168_k2048_c65536,bf16,NT,2122,7168,2048,16,2020;2036;2041;2061;2018;2010;2017;2041;2031;2071;2122;2026;1982;2040;2022;2044,65536,1,both,4,10,30,3
matrix_0473_bf16_nn_g16_m2122_n2048_k7168_c65536,bf16,NN,2122,2048,7168,16,2020;2036;2041;2061;2018;2010;2017;2041;2031;2071;2122;2026;1982;2040;2022;2044,65536,1,both,4,10,30,3
matrix_0474_bf16_tn_g16_m7168_n2048_k2122_c65536,bf16,TN,7168,2048,2122,16,2020;2036;2041;2061;2018;2010;2017;2041;2031;2071;2122;2026;1982;2040;2022;2044,65536,1,both,4,10,30,3
matrix_0475_bf16_nt_g16_m2114_n4096_k7168_c65536,bf16,NT,2114,4096,7168,16,2016;2114;2018;2065;2038;2056;2111;2069;2021;2027;2068;2095;2031;2056;2030;2056,65536,1,both,4,10,30,3
matrix_0476_bf16_nn_g16_m2114_n7168_k4096_c65536,bf16,NN,2114,7168,4096,16,2016;2114;2018;2065;2038;2056;2111;2069;2021;2027;2068;2095;2031;2056;2030;2056,65536,1,both,4,10,30,3
matrix_0477_bf16_tn_g16_m4096_n7168_k2114_c65536,bf16,TN,4096,7168,2114,16,2016;2114;2018;2065;2038;2056;2111;2069;2021;2027;2068;2095;2031;2056;2030;2056,65536,1,both,4,10,30,3
matrix_0478_bf16_nt_g16_m2114_n7168_k2048_c65536,bf16,NT,2114,7168,2048,16,2016;2114;2018;2065;2038;2056;2111;2069;2021;2027;2068;2095;2031;2056;2030;2056,65536,1,both,4,10,30,3
matrix_0479_bf16_nn_g16_m2114_n2048_k7168_c65536,bf16,NN,2114,2048,7168,16,2016;2114;2018;2065;2038;2056;2111;2069;2021;2027;2068;2095;2031;2056;2030;2056,65536,1,both,4,10,30,3
matrix_0480_bf16_tn_g16_m7168_n2048_k2114_c65536,bf16,TN,7168,2048,2114,16,2016;2114;2018;2065;2038;2056;2111;2069;2021;2027;2068;2095;2031;2056;2030;2056,65536,1,both,4,10,30,3
matrix_0481_bf16_nt_g16_m2103_n4096_k7168_c65536,bf16,NT,2103,4096,7168,16,1998;2065;2030;2103;2069;2048;2054;1946;1990;2001;2048;2048;2054;2054;2053;2094,65536,1,both,4,10,30,3
matrix_0482_bf16_nn_g16_m2103_n7168_k4096_c65536,bf16,NN,2103,7168,4096,16,1998;2065;2030;2103;2069;2048;2054;1946;1990;2001;2048;2048;2054;2054;2053;2094,65536,1,both,4,10,30,3
matrix_0483_bf16_tn_g16_m4096_n7168_k2103_c65536,bf16,TN,4096,7168,2103,16,1998;2065;2030;2103;2069;2048;2054;1946;1990;2001;2048;2048;2054;2054;2053;2094,65536,1,both,4,10,30,3
matrix_0484_bf16_nt_g16_m2103_n7168_k2048_c65536,bf16,NT,2103,7168,2048,16,1998;2065;2030;2103;2069;2048;2054;1946;1990;2001;2048;2048;2054;2054;2053;2094,65536,1,both,4,10,30,3
matrix_0485_bf16_nn_g16_m2103_n2048_k7168_c65536,bf16,NN,2103,2048,7168,16,1998;2065;2030;2103;2069;2048;2054;1946;1990;2001;2048;2048;2054;2054;2053;2094,65536,1,both,4,10,30,3
matrix_0486_bf16_tn_g16_m7168_n2048_k2103_c65536,bf16,TN,7168,2048,2103,16,1998;2065;2030;2103;2069;2048;2054;1946;1990;2001;2048;2048;2054;2054;2053;2094,65536,1,both,4,10,30,3
matrix_0487_bf16_nt_g16_m2094_n4096_k7168_c65536,bf16,NT,2094,4096,7168,16,2046;1994;2010;2067;2027;2041;2085;2015;2040;2028;2039;2009;2085;2044;2094;2026,65536,1,both,4,10,30,3
matrix_0488_bf16_nn_g16_m2094_n7168_k4096_c65536,bf16,NN,2094,7168,4096,16,2046;1994;2010;2067;2027;2041;2085;2015;2040;2028;2039;2009;2085;2044;2094;2026,65536,1,both,4,10,30,3
matrix_0489_bf16_tn_g16_m4096_n7168_k2094_c65536,bf16,TN,4096,7168,2094,16,2046;1994;2010;2067;2027;2041;2085;2015;2040;2028;2039;2009;2085;2044;2094;2026,65536,1,both,4,10,30,3
matrix_0490_bf16_nt_g16_m2094_n7168_k2048_c65536,bf16,NT,2094,7168,2048,16,2046;1994;2010;2067;2027;2041;2085;2015;2040;2028;2039;2009;2085;2044;2094;2026,65536,1,both,4,10,30,3
matrix_0491_bf16_nn_g16_m2094_n2048_k7168_c65536,bf16,NN,2094,2048,7168,16,2046;1994;2010;2067;2027;2041;2085;2015;2040;2028;2039;2009;2085;2044;2094;2026,65536,1,both,4,10,30,3
matrix_0492_bf16_tn_g16_m7168_n2048_k2094_c65536,bf16,TN,7168,2048,2094,16,2046;1994;2010;2067;2027;2041;2085;2015;2040;2028;2039;2009;2085;2044;2094;2026,65536,1,both,4,10,30,3
matrix_0493_bf16_nt_g16_m2130_n4096_k7168_c65536,bf16,NT,2130,4096,7168,16,2054;2031;2039;2106;2060;2028;2037;2052;2092;2033;2092;2130;2008;2004;1951;2048,65536,1,both,4,10,30,3
matrix_0494_bf16_nn_g16_m2130_n7168_k4096_c65536,bf16,NN,2130,7168,4096,16,2054;2031;2039;2106;2060;2028;2037;2052;2092;2033;2092;2130;2008;2004;1951;2048,65536,1,both,4,10,30,3
matrix_0495_bf16_tn_g16_m4096_n7168_k2130_c65536,bf16,TN,4096,7168,2130,16,2054;2031;2039;2106;2060;2028;2037;2052;2092;2033;2092;2130;2008;2004;1951;2048,65536,1,both,4,10,30,3
matrix_0496_bf16_nt_g16_m2130_n7168_k2048_c65536,bf16,NT,2130,7168,2048,16,2054;2031;2039;2106;2060;2028;2037;2052;2092;2033;2092;2130;2008;2004;1951;2048,65536,1,both,4,10,30,3
matrix_0497_bf16_nn_g16_m2130_n2048_k7168_c65536,bf16,NN,2130,2048,7168,16,2054;2031;2039;2106;2060;2028;2037;2052;2092;2033;2092;2130;2008;2004;1951;2048,65536,1,both,4,10,30,3
matrix_0498_bf16_tn_g16_m7168_n2048_k2130_c65536,bf16,TN,7168,2048,2130,16,2054;2031;2039;2106;2060;2028;2037;2052;2092;2033;2092;2130;2008;2004;1951;2048,65536,1,both,4,10,30,3
matrix_0499_bf16_nt_g16_m2150_n4096_k7168_c65536,bf16,NT,2150,4096,7168,16,2055;2074;2039;2022;2113;2081;2049;2113;2090;2069;2129;2150;2030;2007;2026;2111,65536,1,both,4,10,30,3
matrix_0500_bf16_nn_g16_m2150_n7168_k4096_c65536,bf16,NN,2150,7168,4096,16,2055;2074;2039;2022;2113;2081;2049;2113;2090;2069;2129;2150;2030;2007;2026;2111,65536,1,both,4,10,30,3
matrix_0501_bf16_tn_g16_m4096_n7168_k2150_c65536,bf16,TN,4096,7168,2150,16,2055;2074;2039;2022;2113;2081;2049;2113;2090;2069;2129;2150;2030;2007;2026;2111,65536,1,both,4,10,30,3
matrix_0502_bf16_nt_g16_m2150_n7168_k2048_c65536,bf16,NT,2150,7168,2048,16,2055;2074;2039;2022;2113;2081;2049;2113;2090;2069;2129;2150;2030;2007;2026;2111,65536,1,both,4,10,30,3
matrix_0503_bf16_nn_g16_m2150_n2048_k7168_c65536,bf16,NN,2150,2048,7168,16,2055;2074;2039;2022;2113;2081;2049;2113;2090;2069;2129;2150;2030;2007;2026;2111,65536,1,both,4,10,30,3
matrix_0504_bf16_tn_g16_m7168_n2048_k2150_c65536,bf16,TN,7168,2048,2150,16,2055;2074;2039;2022;2113;2081;2049;2113;2090;2069;2129;2150;2030;2007;2026;2111,65536,1,both,4,10,30,3
matrix_0505_bf16_nt_g16_m2150_n4096_k7168_c65536,bf16,NT,2150,4096,7168,16,2019;2102;2031;1977;2087;2029;2024;2065;2082;2020;2150;2144;2056;1995;2046;2012,65536,1,both,4,10,30,3
matrix_0506_bf16_nn_g16_m2150_n7168_k4096_c65536,bf16,NN,2150,7168,4096,16,2019;2102;2031;1977;2087;2029;2024;2065;2082;2020;2150;2144;2056;1995;2046;2012,65536,1,both,4,10,30,3
matrix_0507_bf16_tn_g16_m4096_n7168_k2150_c65536,bf16,TN,4096,7168,2150,16,2019;2102;2031;1977;2087;2029;2024;2065;2082;2020;2150;2144;2056;1995;2046;2012,65536,1,both,4,10,30,3
matrix_0508_bf16_nt_g16_m2150_n7168_k2048_c65536,bf16,NT,2150,7168,2048,16,2019;2102;2031;1977;2087;2029;2024;2065;2082;2020;2150;2144;2056;1995;2046;2012,65536,1,both,4,10,30,3
matrix_0509_bf16_nn_g16_m2150_n2048_k7168_c65536,bf16,NN,2150,2048,7168,16,2019;2102;2031;1977;2087;2029;2024;2065;2082;2020;2150;2144;2056;1995;2046;2012,65536,1,both,4,10,30,3
matrix_0510_bf16_tn_g16_m7168_n2048_k2150_c65536,bf16,TN,7168,2048,2150,16,2019;2102;2031;1977;2087;2029;2024;2065;2082;2020;2150;2144;2056;1995;2046;2012,65536,1,both,4,10,30,3
matrix_0511_bf16_nt_g16_m2115_n4096_k7168_c65536,bf16,NT,2115,4096,7168,16,2035;2004;2034;2036;2099;2071;2054;2104;2029;2115;2018;2065;2095;2088;2043;2033,65536,1,both,4,10,30,3
matrix_0512_bf16_nn_g16_m2115_n7168_k4096_c65536,bf16,NN,2115,7168,4096,16,2035;2004;2034;2036;2099;2071;2054;2104;2029;2115;2018;2065;2095;2088;2043;2033,65536,1,both,4,10,30,3
matrix_0513_bf16_tn_g16_m4096_n7168_k2115_c65536,bf16,TN,4096,7168,2115,16,2035;2004;2034;2036;2099;2071;2054;2104;2029;2115;2018;2065;2095;2088;2043;2033,65536,1,both,4,10,30,3
matrix_0514_bf16_nt_g16_m2115_n7168_k2048_c65536,bf16,NT,2115,7168,2048,16,2035;2004;2034;2036;2099;2071;2054;2104;2029;2115;2018;2065;2095;2088;2043;2033,65536,1,both,4,10,30,3
matrix_0515_bf16_nn_g16_m2115_n2048_k7168_c65536,bf16,NN,2115,2048,7168,16,2035;2004;2034;2036;2099;2071;2054;2104;2029;2115;2018;2065;2095;2088;2043;2033,65536,1,both,4,10,30,3
matrix_0516_bf16_tn_g16_m7168_n2048_k2115_c65536,bf16,TN,7168,2048,2115,16,2035;2004;2034;2036;2099;2071;2054;2104;2029;2115;2018;2065;2095;2088;2043;2033,65536,1,both,4,10,30,3
matrix_0517_bf16_nt_g16_m2079_n4096_k7168_c65536,bf16,NT,2079,4096,7168,16,2066;2079;2036;2053;2010;1996;2022;2077;2043;2048;2068;2031;2024;2078;2008;2073,65536,1,both,4,10,30,3
matrix_0518_bf16_nn_g16_m2079_n7168_k4096_c65536,bf16,NN,2079,7168,4096,16,2066;2079;2036;2053;2010;1996;2022;2077;2043;2048;2068;2031;2024;2078;2008;2073,65536,1,both,4,10,30,3
matrix_0519_bf16_tn_g16_m4096_n7168_k2079_c65536,bf16,TN,4096,7168,2079,16,2066;2079;2036;2053;2010;1996;2022;2077;2043;2048;2068;2031;2024;2078;2008;2073,65536,1,both,4,10,30,3
matrix_0520_bf16_nt_g16_m2079_n7168_k2048_c65536,bf16,NT,2079,7168,2048,16,2066;2079;2036;2053;2010;1996;2022;2077;2043;2048;2068;2031;2024;2078;2008;2073,65536,1,both,4,10,30,3
matrix_0521_bf16_nn_g16_m2079_n2048_k7168_c65536,bf16,NN,2079,2048,7168,16,2066;2079;2036;2053;2010;1996;2022;2077;2043;2048;2068;2031;2024;2078;2008;2073,65536,1,both,4,10,30,3
matrix_0522_bf16_tn_g16_m7168_n2048_k2079_c65536,bf16,TN,7168,2048,2079,16,2066;2079;2036;2053;2010;1996;2022;2077;2043;2048;2068;2031;2024;2078;2008;2073,65536,1,both,4,10,30,3
matrix_0523_bf16_nt_g16_m2122_n4096_k7168_c65536,bf16,NT,2122,4096,7168,16,2012;2015;2122;2045;2078;2088;2059;2103;2040;2033;2097;2081;2075;2077;2040;2047,65536,1,both,4,10,30,3
matrix_0524_bf16_nn_g16_m2122_n7168_k4096_c65536,bf16,NN,2122,7168,4096,16,2012;2015;2122;2045;2078;2088;2059;2103;2040;2033;2097;2081;2075;2077;2040;2047,65536,1,both,4,10,30,3
matrix_0525_bf16_tn_g16_m4096_n7168_k2122_c65536,bf16,TN,4096,7168,2122,16,2012;2015;2122;2045;2078;2088;2059;2103;2040;2033;2097;2081;2075;2077;2040;2047,65536,1,both,4,10,30,3
matrix_0526_bf16_nt_g16_m2122_n7168_k2048_c65536,bf16,NT,2122,7168,2048,16,2012;2015;2122;2045;2078;2088;2059;2103;2040;2033;2097;2081;2075;2077;2040;2047,65536,1,both,4,10,30,3
matrix_0527_bf16_nn_g16_m2122_n2048_k7168_c65536,bf16,NN,2122,2048,7168,16,2012;2015;2122;2045;2078;2088;2059;2103;2040;2033;2097;2081;2075;2077;2040;2047,65536,1,both,4,10,30,3
matrix_0528_bf16_tn_g16_m7168_n2048_k2122_c65536,bf16,TN,7168,2048,2122,16,2012;2015;2122;2045;2078;2088;2059;2103;2040;2033;2097;2081;2075;2077;2040;2047,65536,1,both,4,10,30,3
matrix_0529_bf16_nt_g16_m2119_n4096_k7168_c65536,bf16,NT,2119,4096,7168,16,2045;2102;2119;2023;2059;2028;2057;1949;2095;2098;2036;2088;2004;2112;2001;2056,65536,1,both,4,10,30,3
matrix_0530_bf16_nn_g16_m2119_n7168_k4096_c65536,bf16,NN,2119,7168,4096,16,2045;2102;2119;2023;2059;2028;2057;1949;2095;2098;2036;2088;2004;2112;2001;2056,65536,1,both,4,10,30,3
matrix_0531_bf16_tn_g16_m4096_n7168_k2119_c65536,bf16,TN,4096,7168,2119,16,2045;2102;2119;2023;2059;2028;2057;1949;2095;2098;2036;2088;2004;2112;2001;2056,65536,1,both,4,10,30,3
matrix_0532_bf16_nt_g16_m2119_n7168_k2048_c65536,bf16,NT,2119,7168,2048,16,2045;2102;2119;2023;2059;2028;2057;1949;2095;2098;2036;2088;2004;2112;2001;2056,65536,1,both,4,10,30,3
matrix_0533_bf16_nn_g16_m2119_n2048_k7168_c65536,bf16,NN,2119,2048,7168,16,2045;2102;2119;2023;2059;2028;2057;1949;2095;2098;2036;2088;2004;2112;2001;2056,65536,1,both,4,10,30,3
matrix_0534_bf16_tn_g16_m7168_n2048_k2119_c65536,bf16,TN,7168,2048,2119,16,2045;2102;2119;2023;2059;2028;2057;1949;2095;2098;2036;2088;2004;2112;2001;2056,65536,1,both,4,10,30,3
matrix_0535_bf16_nt_g16_m2146_n4096_k7168_c65536,bf16,NT,2146,4096,7168,16,2021;2146;2063;2029;2036;2101;2096;2062;2011;2036;2041;1973;2043;2052;2061;1971,65536,1,both,4,10,30,3
matrix_0536_bf16_nn_g16_m2146_n7168_k4096_c65536,bf16,NN,2146,7168,4096,16,2021;2146;2063;2029;2036;2101;2096;2062;2011;2036;2041;1973;2043;2052;2061;1971,65536,1,both,4,10,30,3
matrix_0537_bf16_tn_g16_m4096_n7168_k2146_c65536,bf16,TN,4096,7168,2146,16,2021;2146;2063;2029;2036;2101;2096;2062;2011;2036;2041;1973;2043;2052;2061;1971,65536,1,both,4,10,30,3
matrix_0538_bf16_nt_g16_m2146_n7168_k2048_c65536,bf16,NT,2146,7168,2048,16,2021;2146;2063;2029;2036;2101;2096;2062;2011;2036;2041;1973;2043;2052;2061;1971,65536,1,both,4,10,30,3
matrix_0539_bf16_nn_g16_m2146_n2048_k7168_c65536,bf16,NN,2146,2048,7168,16,2021;2146;2063;2029;2036;2101;2096;2062;2011;2036;2041;1973;2043;2052;2061;1971,65536,1,both,4,10,30,3
matrix_0540_bf16_tn_g16_m7168_n2048_k2146_c65536,bf16,TN,7168,2048,2146,16,2021;2146;2063;2029;2036;2101;2096;2062;2011;2036;2041;1973;2043;2052;2061;1971,65536,1,both,4,10,30,3
matrix_0541_bf16_nt_g16_m2097_n4096_k7168_c65536,bf16,NT,2097,4096,7168,16,1983;1992;2036;2012;2074;2097;2055;2065;2015;2063;2060;2018;1994;2007;2074;2000,65536,1,both,4,10,30,3
matrix_0542_bf16_nn_g16_m2097_n7168_k4096_c65536,bf16,NN,2097,7168,4096,16,1983;1992;2036;2012;2074;2097;2055;2065;2015;2063;2060;2018;1994;2007;2074;2000,65536,1,both,4,10,30,3
matrix_0543_bf16_tn_g16_m4096_n7168_k2097_c65536,bf16,TN,4096,7168,2097,16,1983;1992;2036;2012;2074;2097;2055;2065;2015;2063;2060;2018;1994;2007;2074;2000,65536,1,both,4,10,30,3
matrix_0544_bf16_nt_g16_m2097_n7168_k2048_c65536,bf16,NT,2097,7168,2048,16,1983;1992;2036;2012;2074;2097;2055;2065;2015;2063;2060;2018;1994;2007;2074;2000,65536,1,both,4,10,30,3
matrix_0545_bf16_nn_g16_m2097_n2048_k7168_c65536,bf16,NN,2097,2048,7168,16,1983;1992;2036;2012;2074;2097;2055;2065;2015;2063;2060;2018;1994;2007;2074;2000,65536,1,both,4,10,30,3
matrix_0546_bf16_tn_g16_m7168_n2048_k2097_c65536,bf16,TN,7168,2048,2097,16,1983;1992;2036;2012;2074;2097;2055;2065;2015;2063;2060;2018;1994;2007;2074;2000,65536,1,both,4,10,30,3
matrix_0547_bf16_nt_g16_m2123_n4096_k7168_c65536,bf16,NT,2123,4096,7168,16,2065;1968;1943;2055;2025;2045;1958;2123;2104;2091;2111;2024;2076;2080;2043;2070,65536,1,both,4,10,30,3
matrix_0548_bf16_nn_g16_m2123_n7168_k4096_c65536,bf16,NN,2123,7168,4096,16,2065;1968;1943;2055;2025;2045;1958;2123;2104;2091;2111;2024;2076;2080;2043;2070,65536,1,both,4,10,30,3
matrix_0549_bf16_tn_g16_m4096_n7168_k2123_c65536,bf16,TN,4096,7168,2123,16,2065;1968;1943;2055;2025;2045;1958;2123;2104;2091;2111;2024;2076;2080;2043;2070,65536,1,both,4,10,30,3
matrix_0550_bf16_nt_g16_m2123_n7168_k2048_c65536,bf16,NT,2123,7168,2048,16,2065;1968;1943;2055;2025;2045;1958;2123;2104;2091;2111;2024;2076;2080;2043;2070,65536,1,both,4,10,30,3
matrix_0551_bf16_nn_g16_m2123_n2048_k7168_c65536,bf16,NN,2123,2048,7168,16,2065;1968;1943;2055;2025;2045;1958;2123;2104;2091;2111;2024;2076;2080;2043;2070,65536,1,both,4,10,30,3
matrix_0552_bf16_tn_g16_m7168_n2048_k2123_c65536,bf16,TN,7168,2048,2123,16,2065;1968;1943;2055;2025;2045;1958;2123;2104;2091;2111;2024;2076;2080;2043;2070,65536,1,both,4,10,30,3
matrix_0553_bf16_nt_g16_m2102_n4096_k7168_c65536,bf16,NT,2102,4096,7168,16,2053;2033;2063;2015;2059;2058;2054;1985;2066;1988;2010;2102;2033;2039;2067;2034,65536,1,both,4,10,30,3
matrix_0554_bf16_nn_g16_m2102_n7168_k4096_c65536,bf16,NN,2102,7168,4096,16,2053;2033;2063;2015;2059;2058;2054;1985;2066;1988;2010;2102;2033;2039;2067;2034,65536,1,both,4,10,30,3
matrix_0555_bf16_tn_g16_m4096_n7168_k2102_c65536,bf16,TN,4096,7168,2102,16,2053;2033;2063;2015;2059;2058;2054;1985;2066;1988;2010;2102;2033;2039;2067;2034,65536,1,both,4,10,30,3
matrix_0556_bf16_nt_g16_m2102_n7168_k2048_c65536,bf16,NT,2102,7168,2048,16,2053;2033;2063;2015;2059;2058;2054;1985;2066;1988;2010;2102;2033;2039;2067;2034,65536,1,both,4,10,30,3
matrix_0557_bf16_nn_g16_m2102_n2048_k7168_c65536,bf16,NN,2102,2048,7168,16,2053;2033;2063;2015;2059;2058;2054;1985;2066;1988;2010;2102;2033;2039;2067;2034,65536,1,both,4,10,30,3
matrix_0558_bf16_tn_g16_m7168_n2048_k2102_c65536,bf16,TN,7168,2048,2102,16,2053;2033;2063;2015;2059;2058;2054;1985;2066;1988;2010;2102;2033;2039;2067;2034,65536,1,both,4,10,30,3
matrix_0559_bf16_nt_g16_m2085_n4096_k7168_c65536,bf16,NT,2085,4096,7168,16,2055;2042;2037;2026;2061;2026;2028;2044;2029;1980;2072;2042;2007;2040;2039;2085,65536,1,both,4,10,30,3
matrix_0560_bf16_nn_g16_m2085_n7168_k4096_c65536,bf16,NN,2085,7168,4096,16,2055;2042;2037;2026;2061;2026;2028;2044;2029;1980;2072;2042;2007;2040;2039;2085,65536,1,both,4,10,30,3
matrix_0561_bf16_tn_g16_m4096_n7168_k2085_c65536,bf16,TN,4096,7168,2085,16,2055;2042;2037;2026;2061;2026;2028;2044;2029;1980;2072;2042;2007;2040;2039;2085,65536,1,both,4,10,30,3
matrix_0562_bf16_nt_g16_m2085_n7168_k2048_c65536,bf16,NT,2085,7168,2048,16,2055;2042;2037;2026;2061;2026;2028;2044;2029;1980;2072;2042;2007;2040;2039;2085,65536,1,both,4,10,30,3
matrix_0563_bf16_nn_g16_m2085_n2048_k7168_c65536,bf16,NN,2085,2048,7168,16,2055;2042;2037;2026;2061;2026;2028;2044;2029;1980;2072;2042;2007;2040;2039;2085,65536,1,both,4,10,30,3
matrix_0564_bf16_tn_g16_m7168_n2048_k2085_c65536,bf16,TN,7168,2048,2085,16,2055;2042;2037;2026;2061;2026;2028;2044;2029;1980;2072;2042;2007;2040;2039;2085,65536,1,both,4,10,30,3
matrix_0565_bf16_nt_g16_m2120_n4096_k7168_c65536,bf16,NT,2120,4096,7168,16,2010;2023;2035;2077;1989;2039;1982;2011;2050;2120;2056;2056;2066;2087;2046;2070,65536,1,both,4,10,30,3
matrix_0566_bf16_nn_g16_m2120_n7168_k4096_c65536,bf16,NN,2120,7168,4096,16,2010;2023;2035;2077;1989;2039;1982;2011;2050;2120;2056;2056;2066;2087;2046;2070,65536,1,both,4,10,30,3
matrix_0567_bf16_tn_g16_m4096_n7168_k2120_c65536,bf16,TN,4096,7168,2120,16,2010;2023;2035;2077;1989;2039;1982;2011;2050;2120;2056;2056;2066;2087;2046;2070,65536,1,both,4,10,30,3
matrix_0568_bf16_nt_g16_m2120_n7168_k2048_c65536,bf16,NT,2120,7168,2048,16,2010;2023;2035;2077;1989;2039;1982;2011;2050;2120;2056;2056;2066;2087;2046;2070,65536,1,both,4,10,30,3
matrix_0569_bf16_nn_g16_m2120_n2048_k7168_c65536,bf16,NN,2120,2048,7168,16,2010;2023;2035;2077;1989;2039;1982;2011;2050;2120;2056;2056;2066;2087;2046;2070,65536,1,both,4,10,30,3
matrix_0570_bf16_tn_g16_m7168_n2048_k2120_c65536,bf16,TN,7168,2048,2120,16,2010;2023;2035;2077;1989;2039;1982;2011;2050;2120;2056;2056;2066;2087;2046;2070,65536,1,both,4,10,30,3
matrix_0571_bf16_nt_g16_m2124_n4096_k7168_c65536,bf16,NT,2124,4096,7168,16,2092;2025;2052;1991;2067;2061;2114;2124;2036;2005;2033;2081;2028;2023;2043;2021,65536,1,both,4,10,30,3
matrix_0572_bf16_nn_g16_m2124_n7168_k4096_c65536,bf16,NN,2124,7168,4096,16,2092;2025;2052;1991;2067;2061;2114;2124;2036;2005;2033;2081;2028;2023;2043;2021,65536,1,both,4,10,30,3
matrix_0573_bf16_tn_g16_m4096_n7168_k2124_c65536,bf16,TN,4096,7168,2124,16,2092;2025;2052;1991;2067;2061;2114;2124;2036;2005;2033;2081;2028;2023;2043;2021,65536,1,both,4,10,30,3
matrix_0574_bf16_nt_g16_m2124_n7168_k2048_c65536,bf16,NT,2124,7168,2048,16,2092;2025;2052;1991;2067;2061;2114;2124;2036;2005;2033;2081;2028;2023;2043;2021,65536,1,both,4,10,30,3
matrix_0575_bf16_nn_g16_m2124_n2048_k7168_c65536,bf16,NN,2124,2048,7168,16,2092;2025;2052;1991;2067;2061;2114;2124;2036;2005;2033;2081;2028;2023;2043;2021,65536,1,both,4,10,30,3
matrix_0576_bf16_tn_g16_m7168_n2048_k2124_c65536,bf16,TN,7168,2048,2124,16,2092;2025;2052;1991;2067;2061;2114;2124;2036;2005;2033;2081;2028;2023;2043;2021,65536,1,both,4,10,30,3
matrix_0577_bf16_nt_g16_m2146_n4096_k7168_c65536,bf16,NT,2146,4096,7168,16,2121;2114;2089;2146;2047;2027;1998;1993;1947;2080;1997;1994;2040;2019;2053;2021,65536,1,both,4,10,30,3
matrix_0578_bf16_nn_g16_m2146_n7168_k4096_c65536,bf16,NN,2146,7168,4096,16,2121;2114;2089;2146;2047;2027;1998;1993;1947;2080;1997;1994;2040;2019;2053;2021,65536,1,both,4,10,30,3
matrix_0579_bf16_tn_g16_m4096_n7168_k2146_c65536,bf16,TN,4096,7168,2146,16,2121;2114;2089;2146;2047;2027;1998;1993;1947;2080;1997;1994;2040;2019;2053;2021,65536,1,both,4,10,30,3
matrix_0580_bf16_nt_g16_m2146_n7168_k2048_c65536,bf16,NT,2146,7168,2048,16,2121;2114;2089;2146;2047;2027;1998;1993;1947;2080;1997;1994;2040;2019;2053;2021,65536,1,both,4,10,30,3
matrix_0581_bf16_nn_g16_m2146_n2048_k7168_c65536,bf16,NN,2146,2048,7168,16,2121;2114;2089;2146;2047;2027;1998;1993;1947;2080;1997;1994;2040;2019;2053;2021,65536,1,both,4,10,30,3
matrix_0582_bf16_tn_g16_m7168_n2048_k2146_c65536,bf16,TN,7168,2048,2146,16,2121;2114;2089;2146;2047;2027;1998;1993;1947;2080;1997;1994;2040;2019;2053;2021,65536,1,both,4,10,30,3
matrix_0583_bf16_nt_g16_m2124_n4096_k7168_c65536,bf16,NT,2124,4096,7168,16,2063;2050;2025;2042;2061;2094;2031;2088;2076;2100;2082;2014;2110;2082;2083;2124,65536,1,both,4,10,30,3
matrix_0584_bf16_nn_g16_m2124_n7168_k4096_c65536,bf16,NN,2124,7168,4096,16,2063;2050;2025;2042;2061;2094;2031;2088;2076;2100;2082;2014;2110;2082;2083;2124,65536,1,both,4,10,30,3
matrix_0585_bf16_tn_g16_m4096_n7168_k2124_c65536,bf16,TN,4096,7168,2124,16,2063;2050;2025;2042;2061;2094;2031;2088;2076;2100;2082;2014;2110;2082;2083;2124,65536,1,both,4,10,30,3
matrix_0586_bf16_nt_g16_m2124_n7168_k2048_c65536,bf16,NT,2124,7168,2048,16,2063;2050;2025;2042;2061;2094;2031;2088;2076;2100;2082;2014;2110;2082;2083;2124,65536,1,both,4,10,30,3
matrix_0587_bf16_nn_g16_m2124_n2048_k7168_c65536,bf16,NN,2124,2048,7168,16,2063;2050;2025;2042;2061;2094;2031;2088;2076;2100;2082;2014;2110;2082;2083;2124,65536,1,both,4,10,30,3
matrix_0588_bf16_tn_g16_m7168_n2048_k2124_c65536,bf16,TN,7168,2048,2124,16,2063;2050;2025;2042;2061;2094;2031;2088;2076;2100;2082;2014;2110;2082;2083;2124,65536,1,both,4,10,30,3
